Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2020,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,40.4,40.4,,,30.7,51.0,62,93678,Disability Status,Any Disability,,,DISEST,RACEIND,55,RACE02,AGEADJPREV,DISSTAT,DISABL,,
2020,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,10,RACE07,AGEADJPREV,DISTYPE,COGDIS,,
2020,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,10.0,10.0,,,9.2,10.9,954,1057129,Disability Type,Cognitive Disability,,,DISEST,AGEIND,81,AGE01,PREV,DISTYPE,COGDIS,,
2020,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,4.1,4.1,,,3.1,5.5,71,173389,Disability Type,Mobility Disability,,,DISEST,AGEIND,42,AGE01,PREV,DISTYPE,MOBDIS,,
2020,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,10.9,10.9,,,9.6,12.3,325,175586,Disability Type,Cognitive Disability,,,DISEST,AGEIND,18,AGE02,PREV,DISTYPE,COGDIS,,
2020,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,2.6,2.6,,,1.8,3.7,59,4240,Disability Type,Self-care Disability,,,DISEST,AGEIND,50,AGE02,PREV,DISTYPE,SELFDIS,,
2020,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,74.3,74.3,,,72.9,75.7,4519,2811021,Disability Status,No Disability,,,DISEST,RACEIND,18,RACE01,AGEADJPREV,DISSTAT,NODIS,,
2020,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,10.1,10.1,,,6.2,16.2,20,2647,Disability Type,Hearing Disability,,,DISEST,RACEIND,02,RACE04,AGEADJPREV,DISTYPE,HEARDIS,,
2020,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,45,RACE07,AGEADJPREV,DISTYPE,COGDIS,,
2020,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,9.0,9.0,,,7.1,11.3,97,67499,Disability Type,Self-care Disability,,,DISEST,AGEIND,21,AGE03,PREV,DISTYPE,SELFDIS,,
2020,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,17,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2020,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,73.5,73.5,,,68.4,78.1,446,192511,Disability Status,No Disability,,,DISEST,RACEIND,09,RACE02,AGEADJPREV,DISSTAT,NODIS,,
2020,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,9.9,9.9,,,9.5,10.3,6134,3556229,Disability Type,Mobility Disability,,,DISEST,RACEIND,84,RACE01,AGEADJPREV,DISTYPE,MOBDIS,,
2020,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,02,RACE05,AGEADJPREV,DISTYPE,INDDIS,,
2020,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,83.8,83.8,,,81.5,85.8,1692,11698819,Disability Status,No Disability,,,DISEST,AGEIND,06,AGE01,PREV,DISSTAT,NODIS,,
2020,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,14.4,14.4,,,8.1,24.5,32,2710,Disability Type,Cognitive Disability,,,DISEST,RACEIND,44,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2020,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,5.1,5.1,,,3.5,7.4,42,20250,Disability Type,Hearing Disability,,,DISEST,RACEIND,24,RACE03,AGEADJPREV,DISTYPE,HEARDIS,,
2020,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,10.0,10.0,,,8.2,12.2,220,42351,Disability Type,Cognitive Disability,,,DISEST,RACEIND,10,RACE01,AGEADJPREV,DISTYPE,COGDIS,,
2020,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,7.0,7.0,,,5.6,8.7,258,18757,Disability Type,Mobility Disability,,,DISEST,SEXIND,50,SEX01,AGEADJPREV,DISTYPE,MOBDIS,,
2020,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,4.5,4.5,,,3.8,5.2,302,35546,Disability Type,Hearing Disability,,,DISEST,RACEIND,44,RACE01,AGEADJPREV,DISTYPE,HEARDIS,,
2020,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,20.4,20.4,,,18.6,22.4,570,422435,Disability Status,Any Disability,,,DISEST,AGEIND,29,AGE01,PREV,DISSTAT,DISABL,,
2020,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,23.9,23.9,,,22.6,25.2,2414,1172010,Disability Status,Any Disability,,,DISEST,VETIND,04,VET2,AGEADJPREV,DISSTAT,DISABL,,
2020,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,19.1,19.1,,,13.0,27.1,36,26228,Disability Type,Cognitive Disability,,,DISEST,RACEIND,51,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2020,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,8.7,8.7,,,7.5,10.1,265,130071,Disability Type,Independent Living Disability,,,DISEST,AGEIND,29,AGE02,PREV,DISTYPE,INDDIS,,
2020,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,21.6,21.6,,,19.1,24.4,319,229334,Disability Type,Mobility Disability,,,DISEST,AGEIND,22,AGE02,PREV,DISTYPE,MOBDIS,,
2020,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,21.3,21.3,,,13.5,31.9,34,3468,Disability Type,Cognitive Disability,,,DISEST,RACEIND,23,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2020,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,7.3,7.3,,,5.9,9.2,162,20850,Disability Type,Independent Living Disability,,,DISEST,SEXIND,38,SEX02,AGEADJPREV,DISTYPE,INDDIS,,
2020,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,31.6,31.6,,,24.2,40.2,53,93703,Disability Status,Any Disability,,,DISEST,RACEIND,26,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2020,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,19.8,19.8,,,11.0,32.9,21,5335,Disability Type,Cognitive Disability,,,DISEST,RACEIND,16,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2020,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,38,RACE02,AGEADJPREV,DISSTAT,DISABL,,
2020,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,39.8,39.8,,,24.8,56.9,33,39685,Disability Status,Any Disability,,,DISEST,RACEIND,13,RACE07,AGEADJPREV,DISSTAT,DISABL,,
2020,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,2.6,2.6,,,1.8,3.8,40,27210,Disability Type,Self-care Disability,,,DISEST,AGEIND,28,AGE01,PREV,DISTYPE,SELFDIS,,
2020,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,28.6,28.6,,,26.0,31.4,1123,3323726,Disability Status,Any Disability,,,DISEST,RACEIND,88,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2020,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,5.8,5.8,,,5.1,6.5,536,101911,Disability Type,Independent Living Disability,,,DISEST,RACEIND,20,RACE01,AGEADJPREV,DISTYPE,INDDIS,,
2020,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,9.6,9.6,,,8.8,10.5,1387,852361,Disability Type,Independent Living Disability,,,DISEST,AGEIND,84,AGE03,PREV,DISTYPE,INDDIS,,
2020,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,6.7,6.7,,,4.1,10.7,26,2718,Disability Type,Cognitive Disability,,,DISEST,RACEIND,09,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2020,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,3.6,3.6,,,2.8,4.7,93,204719,Disability Type,Self-care Disability,,,DISEST,SEXIND,42,SEX02,AGEADJPREV,DISTYPE,SELFDIS,,
2020,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,59.2,59.2,,,46.1,71.2,40,43860,Disability Status,No Disability,,,DISEST,RACEIND,41,RACE02,AGEADJPREV,DISSTAT,NODIS,,
2020,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,28,RACE04,AGEADJPREV,DISTYPE,HEARDIS,,
2020,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,7.5,7.5,,,6.7,8.3,460,102442,Disability Type,Cognitive Disability,,,DISEST,AGEIND,27,AGE02,PREV,DISTYPE,COGDIS,,
2020,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,79.7,79.7,,,78.6,80.8,11095,17522527,Disability Status,No Disability,,,DISEST,AGEIND,83,AGE01,PREV,DISSTAT,NODIS,,
2020,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,75.1,75.1,,,69.6,79.8,508,1785403,Disability Status,No Disability,,,DISEST,RACEIND,48,RACE02,AGEADJPREV,DISSTAT,NODIS,,
2020,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,10.2,10.2,,,7.5,13.8,55,26083,Disability Type,Cognitive Disability,,,DISEST,RACEIND,27,RACE02,AGEADJPREV,DISTYPE,COGDIS,,
2020,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,4.1,4.1,,,3.4,4.9,136,56456,Disability Type,Hearing Disability,,,DISEST,AGEIND,08,AGE02,PREV,DISTYPE,HEARDIS,,
2020,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,64.1,64.1,,,56.1,71.4,160,89045,Disability Status,No Disability,,,DISEST,RACEIND,51,RACE04,AGEADJPREV,DISSTAT,NODIS,,
2020,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,35,RACE05,AGEADJPREV,DISTYPE,COGDIS,,
2020,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,76.9,76.9,,,74.1,79.5,957,864761,Disability Status,No Disability,,,DISEST,RACEIND,51,RACE02,AGEADJPREV,DISSTAT,NODIS,,
2020,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,28.8,28.8,,,27.0,30.6,1444,763011,Disability Status,Any Disability,,,DISEST,SEXIND,18,SEX02,AGEADJPREV,DISSTAT,DISABL,,
2020,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,16,RACE05,AGEADJPREV,DISTYPE,MOBDIS,,
2020,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,No Disability,,,DISEST,RACEIND,09,RACE07,AGEADJPREV,DISSTAT,NODIS,,
2020,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,9.5,9.5,,,6.7,13.2,130,388545,Disability Type,Vision Disability,,,DISEST,RACEIND,12,RACE03,AGEADJPREV,DISTYPE,VISDIS,,
2020,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,3.4,3.4,,,2.9,3.9,945,573229,Disability Type,Self-care Disability,,,DISEST,SEXIND,85,SEX02,AGEADJPREV,DISTYPE,SELFDIS,,
2020,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,7.8,7.8,,,5.1,11.8,50,5410,Disability Type,Cognitive Disability,,,DISEST,RACEIND,02,RACE07,AGEADJPREV,DISTYPE,COGDIS,,
2020,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,24.9,24.9,,,23.2,26.6,1622,726475,Disability Status,Any Disability,,,DISEST,SEXIND,04,SEX02,AGEADJPREV,DISSTAT,DISABL,,
2020,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,10.7,10.7,,,9.7,11.9,615,295243,Disability Type,Cognitive Disability,,,DISEST,SEXIND,53,SEX02,AGEADJPREV,DISTYPE,COGDIS,,
2020,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,3.7,3.7,,,2.7,5.0,116,10352,Disability Type,Independent Living Disability,,,DISEST,RACEIND,15,RACE01,AGEADJPREV,DISTYPE,INDDIS,,
2020,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,3.9,3.9,,,3.6,4.2,1607,196685,Disability Type,Hearing Disability,,,DISEST,SEXIND,87,SEX02,AGEADJPREV,DISTYPE,HEARDIS,,
2020,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,81,RACE06,AGEADJPREV,DISTYPE,SELFDIS,,
2020,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,24.6,24.6,,,21.3,28.4,266,757584,Disability Status,Any Disability,,,DISEST,AGEIND,17,AGE02,PREV,DISSTAT,DISABL,,
2020,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,7.5,7.5,,,6.8,8.4,909,84762,Disability Type,Cognitive Disability,,,DISEST,RACEIND,31,RACE01,AGEADJPREV,DISTYPE,COGDIS,,
2020,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,11.4,11.4,,,6.2,20.0,15,5166,Disability Type,Vision Disability,,,DISEST,RACEIND,22,RACE04,AGEADJPREV,DISTYPE,VISDIS,,
2020,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,9.0,9.0,,,7.3,11.0,131,20981,Disability Type,Mobility Disability,,,DISEST,SEXIND,11,SEX01,AGEADJPREV,DISTYPE,MOBDIS,,
2020,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,No Disability,,,DISEST,RACEIND,44,RACE06,AGEADJPREV,DISSTAT,NODIS,,
2020,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,72,RACE06,AGEADJPREV,DISTYPE,VISDIS,,
2020,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,6.5,6.5,,,4.0,10.3,20,3994,Disability Type,Vision Disability,,,DISEST,RACEIND,27,RACE04,AGEADJPREV,DISTYPE,VISDIS,,
2020,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,13.6,13.6,,,11.6,16.0,186,149444,Disability Type,Mobility Disability,,,DISEST,RACEIND,34,RACE03,AGEADJPREV,DISTYPE,MOBDIS,,
2020,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,3.8,3.8,,,2.8,5.0,82,539210,Disability Type,Independent Living Disability,,,DISEST,SEXIND,06,SEX01,AGEADJPREV,DISTYPE,INDDIS,,
2020,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,18.4,18.4,,,18.0,18.9,20599,20649690,Disability Status,Any Disability,,,DISEST,AGEIND,59,AGE01,PREV,DISSTAT,DISABL,,
2020,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,37,RACE06,AGEADJPREV,DISTYPE,COGDIS,,
2020,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,14.0,14.0,,,7.8,23.7,13,3918,Disability Type,Hearing Disability,,,DISEST,RACEIND,20,RACE07,AGEADJPREV,DISTYPE,HEARDIS,,
2020,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,8.7,8.7,,,7.7,9.8,370,41810,Disability Type,Mobility Disability,,,DISEST,SEXIND,30,SEX01,AGEADJPREV,DISTYPE,MOBDIS,,
2020,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,3.6,3.6,,,2.5,5.3,43,32597,Disability Type,Self-care Disability,,,DISEST,RACEIND,34,RACE02,AGEADJPREV,DISTYPE,SELFDIS,,
2020,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,6.9,6.9,,,6.4,7.4,1575,314219,Disability Type,Independent Living Disability,,,DISEST,SEXIND,87,SEX02,AGEADJPREV,DISTYPE,INDDIS,,
2020,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,17.6,17.6,,,10.0,29.1,17,2756,Disability Type,Mobility Disability,,,DISEST,RACEIND,24,RACE07,AGEADJPREV,DISTYPE,MOBDIS,,
2020,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,84,RACE05,AGEADJPREV,DISTYPE,INDDIS,,
2020,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,39,RACE05,AGEADJPREV,DISTYPE,MOBDIS,,
2020,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,27,RACE06,AGEADJPREV,DISTYPE,SELFDIS,,
2020,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,76.4,76.4,,,70.8,81.2,587,1762596,Disability Status,No Disability,,,DISEST,RACEIND,12,RACE02,AGEADJPREV,DISSTAT,NODIS,,
2020,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,1.1,1.1,,,0.9,1.4,110,56345,Disability Type,Self-care Disability,,,DISEST,AGEIND,89,AGE01,PREV,DISTYPE,SELFDIS,,
2020,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,4.7,4.7,,,3.7,6.0,86,658680,Disability Type,Independent Living Disability,,,DISEST,AGEIND,06,AGE01,PREV,DISTYPE,INDDIS,,
2020,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,7.1,7.1,,,6.5,7.8,1059,127015,Disability Type,Independent Living Disability,,,DISEST,AGEIND,87,AGE03,PREV,DISTYPE,INDDIS,,
2020,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,66.8,66.8,,,54.6,77.1,37,22081,Disability Status,No Disability,,,DISEST,RACEIND,28,RACE03,AGEADJPREV,DISSTAT,NODIS,,
2020,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,66,RACE07,AGEADJPREV,DISTYPE,HEARDIS,,
2020,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,34.8,34.8,,,25.1,45.9,61,9322,Disability Status,Any Disability,,,DISEST,RACEIND,33,RACE04,AGEADJPREV,DISSTAT,DISABL,,
2020,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,10.2,10.2,,,9.3,11.1,589,310152,Disability Type,Mobility Disability,,,DISEST,RACEIND,41,RACE01,AGEADJPREV,DISTYPE,MOBDIS,,
2020,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,3.0,3.0,,,2.3,3.8,135,13056,Disability Type,Self-care Disability,,,DISEST,AGEIND,31,AGE02,PREV,DISTYPE,SELFDIS,,
2020,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,14.8,14.8,,,12.8,17.2,381,168669,Disability Type,Cognitive Disability,,,DISEST,SEXIND,05,SEX02,AGEADJPREV,DISTYPE,COGDIS,,
2020,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,4.4,4.4,,,4.2,4.6,8335,5552621,Disability Type,Vision Disability,,,DISEST,SEXIND,59,SEX01,AGEADJPREV,DISTYPE,VISDIS,,
2020,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,10.7,10.7,,,9.0,12.7,200,1509603,Disability Type,Cognitive Disability,,,DISEST,AGEIND,06,AGE01,PREV,DISTYPE,COGDIS,,
2020,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,20,RACE06,AGEADJPREV,DISSTAT,DISABL,,
